scientific_name	taxonid	kingdom	phylum	class	order	family	genus	main_common_name	authority	published_year	category	criteria	marine_system	freshwater_system	terrestrial_system	aoo_km2	eoo_km2	elevation_upper	elevation_lower	depth_upper	depth_lower	assessor	reviewer	errata_flag	errata_reason	amended_flag	amended_reason
Lasiurus salinae	88151061	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Lasiurus		Thomas, 1902	2017	DD		False	False	True							Solari, S.	Battistoni, A.				
Lasiurus seminolus	11353	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Seminole Bat	(Rhoads, 1895)	2008	LC		False	False	True							Timm, B. & Arroyo-Cabrales, J.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lasiurus varius	136690	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Cinnamon Red Bat	Poeppig, 1835	2008	LC		False	False	True							Pacheco, V. Aguirre, L. & Mantilla, H.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lasiurus xanthinus	41532	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Western Yellow Bat	Thomas, 1897	2017	LC		False	False	True							Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.	Solari, S.				
Latidens salimalii	11374	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Latidens	Salim Ali's Fruit Bat	Thonglongya, 1972	2008	EN	B1ab(iii)+2ab(iii)	False	False	True	501-2,000	101-5,000	1100	800			Molur, S. & Vanitharani, J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Lavia frons	11378	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MEGADERMATIDAE	Lavia	Yellow-winged Bat	(É. Geoffroy, 1810)	2017	LC		False	False	True		14783810	2000	0			Monadjem, A., Bergmans, W., Mickleburgh, S. & Hutson, A.M.	Piraccini, R.				
Leptonycteris curasoae	11699	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	Curaçaoan Long-nosed Bat	Miller, 1900	2015	VU	A2c	False	False	True			1500	0			Nassar, J.	Solari, S.				
Leptonycteris nivalis	11697	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	Greater Long-nosed Bat	(Saussure, 1860)	2016	EN	A2c	False	False	True			3500	500			Medellín, R.	Solari, S.				
Leptonycteris yerbabuenae	136659	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	Lesser Long-nosed Bat	Martínez &amp; Villa-R, 1940	2016	NT		False	False	True	500		2600				Medellín, R.	Solari, S.				
Lichonycteris obscura	11966	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lichonycteris	Dark Long-tongued Bat	Thomas, 1895	2008	LC		False	False	True			1000				Tavares, V. & Mantilla, H.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lionycteris spurrelli	12078	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lionycteris	Chestnut Long-tongued Bat	Thomas, 1913	2008	LC		False	False	True			1400				Sampaio, E., Lim, B., Peters, S., Samudio, R. &  Pino, J.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lissonycteris angolensis	44698	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Lissonycteris	Angolan Fruit Bat	Bocage, 1898	2017	LC		False	False	True		13960123	4000	0			Bergmans, W., Hutson, A.M., Mickleburgh, S. & Monadjem, A.	Piraccini, R.				
Lonchophylla bokermanni	12263	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Bokermann's Nectar Bat	Sazima, Vizotto &amp; Taddei , 1978	2016	EN	B1ab(iii)	False	False	True		1506					Aguiar, L.	Solari, S.				
Lonchophylla chocoana	136348	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla		Dávalos, 2004	2016	DD		False	False	True		1934					Davalos, L. & Mantilla-Meluk, H.	Solari, S.				
Lonchophylla concava	136706	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla		Goldman, 1914	2016	LC		False	False	True			1000	0			Davalos, L. & Mantilla-Meluk, H.	Solari, S.				
Lonchophylla dekeyseri	12264	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Dekeyser's Nectar Bat	Taddei, Vizotto &amp; Sazima, 1983	2016	EN	C2a(i)	False	False	True		28618					Aguiar, L. & Bernard, E.	Solari, S.				
Lonchophylla handleyi	12265	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Handley's Nectar Bat	Hill, 1980	2008	LC		False	False	True							Dávalos, L. & Mantilla, H.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lonchophylla hesperia	12266	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Western Nectar Bat	G.M. Allen, 1908	2015	NT		False	False	True							Solari, S. & Velazco, P.	Battistoni, A.				
Lonchophylla mordax	12267	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Goldman's Nectar Bat	Thomas, 1903	2016	NT		False	False	True		30135					Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Lonchophylla orcesi	136735	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla		Albuja &amp; Gardner, 2005	2015	DD		False	False	True							Burneo, S. & Tirira, D.G.	Solari, S.				
Lonchophylla peracchii	88150984	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla		Dias, Esberard &amp; Moratelli, 2013	2017	LC		False	False	True			900	0			Solari, S.	Battistoni, A.				
Lonchophylla robusta	12268	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Orange Nectar Bat	Miller, 1912	2015	LC		False	False	True			800				Dávalos, L., Mantilla, H., Medina, C., Pineda, J. & Rodriguez, B.	Solari, S.				
Lonchophylla thomasi	12269	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchophylla	Thomas's Nectar Bat	J.A. Allen, 1904	2015	LC		False	False	True			850				Solari, S.	Battistoni, A.				
Lonchorhina aurita	12270	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	Tomes's Sword-nosed Bat	Tomes, 1863	2015	LC		False	False	True			1500				Solari, S.	Battistoni, A.				
Lonchorhina fernandezi	12271	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	Fernandez's Sword-nosed Bat	Ochoa &amp; Ibanez, 1982	2016	EN	D	False	False	True		105608	90	70			Solari, S.	Battistoni, A.				
Lonchorhina inusitata	40027	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina		Handley &amp; Ochoa, 1997	2016	DD		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Lonchorhina marinkellei	12272	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	Marinkelle's Sword-nosed Bat	Hernandez-Camacho &amp; Cadena-G., 1978	2016	VU	D2	False	False	True		239762	240	180			Solari, S.	Battistoni, A.				
Lonchorhina orinocensis	12273	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lonchorhina	Orinoco Sword-nosed Bat	Linares &amp; Ojasti, 1971	2016	VU	A4c	False	False	True		581033	300	80			Solari, S.	Battistoni, A.				
Lophostoma brasiliense	21984	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma	Pygmy Round-eared Bat	(Peters, 1866)	2016	LC		False	False	True			500				Sampaio, E., Lim, B., Peters, S., Miller, B., Cuarón, A.D. & de Grammont, P.C.	Solari, S.	True	This errata assessment has been created because the map was accidentally left out of the version published previously.		
Lophostoma carrikeri	99783878	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma	Carriker's Round-eared Bat	(J.A. Allen, 1910)	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Lophostoma evotis	21986	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma	Davis's Round-eared Bat	(Davis &amp; Carter, 1978)	2008	LC		False	False	True							Cajas, J. & Miller, B.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Lophostoma kalkoae	88149216	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma		Velazco &amp; Gardner, 2012	2016	DD		False	False	True							Solari, S.	Battistoni, A.				
Lophostoma occidentalis	88149174	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma		(Davis and Carter, 1978)	2016	NT		False	False	True			979	300			Solari, S.	Battistoni, A.				
Lophostoma schulzi	21987	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma	Schultz's Round-eared Bat	Genoways &amp; Williams, 1980	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Lophostoma silvicolum	88149202	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Lophostoma	White-throated Round-eared Bat	d'Orbigny, 1836	2016	LC		False	False	True			1845	0			Barquez, R., Diaz, M., Pineda, W. & Rodriguez, B.	Solari, S.				
Macroderma gigas	12590	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MEGADERMATIDAE	Macroderma	Ghost Bat	(Dobson, 1880)	2008	VU	C1	False	False	True							McKenzie, N. & Hall, L.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Macroglossus minimus	12594	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Macroglossus	Dagger-toothed Long-nosed Fruit Bat	(É. Geoffroy Saint-Hilaire, 1810)	2008	LC		False	False	True			2250	0			Francis, C., Rosell-Ambal, G., Sedlock, J., Ingle, N., McKenzie, G. & Richards, N.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Macroglossus sobrinus	12595	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Macroglossus	Hill Long-tongued Fruit Bat	K. Andersen, 1911	2008	LC		False	False	True	>2,000	>20,000	2000				Hutson, A.M., Suyanto, A., Kingston, T., Bates, P., Francis, C., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Macrophyllum macrophyllum	12615	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Macrophyllum	Long-legged Bat	(Schinz, 1821)	2015	LC		False	False	True							Rodriguez, B. & Pineda, W.	Solari, S.				
Macrotus californicus	12652	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	Californian Leaf-nosed Bat	Baird, 1858	2008	LC		False	False	True							Arroyo-Cabrales, J. & Álvarez-Castañeda, S.T.	Medellín, R. & Schipper, J.				
Macrotus waterhousii	12653	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	Waterhouse's Leaf-nosed Bat	Gray, 1843	2008	LC		False	False	True			1400				Mancina, C. & Incháustegui, S	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Megaderma lyra	12938	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MEGADERMATIDAE	Megaderma	Greater False Vampire	É. Geoffroy, 1810	2008	LC		False	False	True	>2,000	>20,000	1000	0			Csorba, G., Bates, P., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Megaderma spasma	12939	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MEGADERMATIDAE	Megaderma	Lesser False Vampire	(Linnaeus, 1758)	2008	LC		False	False	True	>2,000	>20,000	1600	0			Csorba, G., Bumrungsri, S., Helgen, K., Francis, C., Bates, P., Gumal, M., Kingston, T., Heaney, L., Balete, D., Esselstyn, J., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Megaerops ecaudatus	12946	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaerops	Temminck’s Tailless Fruit Bat	(Temminck, 1837)	2008	LC		False	False	True			3000	100			Bates, P., Bumrungsri, S., Suyanto, A. & Francis, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Megaerops kusnotoi	12945	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaerops	Javan Tailless Fruit Bat	Hill &amp; Boeadi, 1978	2008	VU	A3c	False	False	True							Hutson, A.M., Suyanto, A. & Kingston, T.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Megaerops niphanae	12947	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaerops	Ratanaworabhan's Fruit Bat	Yenbutra &amp; Felten, 1983	2008	LC		False	False	True	>2,000	>20,000	2100	100			Bates, P., Bumrungsri, S., Francis, C., Molur, S. & Srinivasulu, C.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Megaerops wetmorei	12948	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaerops	White-collared Fruit Bat	Taylor, 1934	2008	VU	A4c	False	False	True			1200	800			Rosell-Ambal, G., Tabaranza, B. & Ramayla, S.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Megaloglossus azagnyi	84459322	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaloglossus	Western Woermann’s Fruit Bat	Nesi, Kadjo &amp; Hassanin, 2012	2016	LC		False	False	True							Monadjem, A.	Mildenstein, T.				
Megaloglossus woermanni	84462869	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Megaloglossus	Woermann's Bat	Pagenstecher, 1885	2016	LC		False	False	True							Bakwo Fils, E.M., Kaleme, P. & Weber, N.	Mildenstein, T.				
Melonycteris fardoulisi	13141	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Melonycteris	Fardoulis's Blossom Bat	Flannery, 1993	2008	LC		False	False	True							Bonaccorso, F., Helgen, K. & Hamilton, S.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Melonycteris melanops	13139	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Melonycteris	Black-bellied Blossom Bat	Dobson, 1877	2008	LC		False	False	True			1600	0			Bonaccorso, F., Helgen, K., Allison, A. & Hamilton, S.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Melonycteris woodfordi	13140	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Melonycteris	Woodford's Blossom Bat	Thomas, 1887	2017	LC		False	False	True			1100	0			Lavery, T.H.	Mildenstein, T.				
Mesophylla macconnelli	13240	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Mesophylla	Macconnell's Bat	Thomas, 1901	2015	LC		False	False	True			1100				Solari, S.	Battistoni, A.				
Micronycteris brosseti	40028	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Simmons &amp; Voss, 1998	2016	DD		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Micronycteris buriri	88120333	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Larsen, Siles, Pedersen &amp; Kwiecinski, 2011	2016	DD		False	False	True			646	0			Solari, S.	Battistoni, A.				
Micronycteris giovanniae	88120398	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Baker &amp; Fonseca, 2007	2016	DD		False	False	True							Solari, S.	Battistoni, A.				
Micronycteris hirsuta	13378	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris	Hairy Big-eared Bat	(Peters, 1869)	2016	LC		False	False	True			1500				Sampaio, E., Lim, B., Peters, S., Miller, B., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Micronycteris matses	136207	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Simmons, Voss &amp; Fleck, 2002	2015	DD		False	False	True							Velazco, P.	Solari, S.				
Micronycteris megalotis	13379	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris	Little Big-eared Bat	(Gray, 1842)	2015	LC		False	False	True							Solari, S.	Battistoni, A.				
Micronycteris microtis	136424	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris	Common Big-eared Bat	Miller, 1898	2008	LC		False	False	True			2600				Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Micronycteris minuta	13380	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris	White-bellied Big-eared Bat	(Gervais, 1856)	2015	LC		False	False	True			800				Solari, S.	Battistoni, A.				
Micronycteris sanborni	40029	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Simmons, 1996	2008	DD		False	False	True							Tavares, V. & Aguirre, L.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Micronycteris schmidtorum	13383	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris	Schmidts's Big-eared Bat	Sanborn, 1935	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Micronycteris yatesi	88132568	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Micronycteris		Siles, Brooks, Aranibar, Tarifa, Vargas, Rojas &amp; Baker, 2013	2017	DD		False	False	True			1800	220			Solari, S.	Battistoni, A.				
Micropteropus intermedius	13401	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Micropteropus	Hayman's Lesser Epauletted Fruit Bat	Hayman, 1963	2008	DD		False	False	True							Mickleburgh, S., Hutson, A.M., Bergmans, W. & Fahr, J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Micropteropus pusillus	13402	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Micropteropus	Peter's Dwarf Epauletted Fruit Bat	(Peters, 1868)	2016	LC		False	False	True							Bakwo Fils, E.M. & Kaleme, P.	Mildenstein, T.				
Mimetillus moloneyi	13556	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Mimetillus	Moloney's Flat-headed Bat	(Thomas, 1891)	2017	LC		False	False	True		11889228		0			Monadjem, A., Fahr, J., Cotterill, F., Jacobs, D. & Taylor, P.J.	Piraccini, R.				
Mimon bennettii	13559	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Mimon	Southern Golden Bat	(Gray, 1838)	2008	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Mimon cozumelae	136561	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Mimon	Cozumelan Golden Bat	Goldman, 1914	2015	LC		False	False	True							Arroyo-Cabrales, J., Miller, B., Reid, F., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Mimon crenulatum	13560	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Mimon	Striped Hairy-nosed Bat	(É. Geoffroy, 1810)	2015	LC		False	False	True							Solari, S.	Battistoni, A.				
Mimon koepckeae	136266	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Mimon		Gardner &amp; Patton, 1972	2015	DD		False	False	True			1600				Velazco, P. & Aguirre, L.	Solari, S.				
Miniopterus aelleni	81629770	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Aellen's Long-fingered Bat	Goodman, Maminirina, Weyeneth, Bradman, Christidis, Ruedi &amp; Appleton, 2009	2017	LC		False	False	True			1350	40			Goodman, S.	Monadjem, A.				
Miniopterus africanus	44859	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	African Long-fingered Bat	Sanborn, 1936	2004	LC		False	False	True							Schlitter, D. (GMA Africa Workshop)	Hutson, A., Racey, P. & Mickleburgh, S. (Chiroptera Red List Authority)				
Miniopterus ambohitrensis	81633128	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Montagne d’Ambre Long-fingered Bat	Goodman, Ramasindrazana, Naughton &amp; Appleton, 2015	2017	LC		False	False	True		15143	1600	800			Goodman, S.	Monadjem, A.				
Miniopterus australis	13562	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Little Long-fingered Bat	Tommes, 1858	2008	LC		False	False	True			1500				Rosell-Ambal, G., Tabaranza, B., Pennay, M., Thomson, B., Reardon, T., Kingston, T. & Sinaga, U.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Miniopterus brachytragos	81629758	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus		Goodman, Maminirina, Bradman, Christidis &amp; Appleton, 2009	2017	LC		False	False	True			600	5			Goodman, S.	Monadjem, A.				
Miniopterus egeri	81633146	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Eger’s Long-fingered Bat	Goodman, Ramasindrazana, Maminirina, Schoeman &amp; Appleton,, 2011	2017	LC		False	False	True			1300	5			Goodman, S.	Monadjem, A.				
Miniopterus fraterculus	13563	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Lesser Long-fingered Bat	Thomas & Schwann, 1906	2017	LC		False	False	True		5248905	2200	0			Monadjem, A., Ranivo, J., Hutson, A.M., Schlitter, D. & Racey, P.A.	Piraccini, R.				
Miniopterus fuscus	13564	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Southeast Asian Long-fingered Bat	Bonhote, 1902	2008	EN	B1ab(iii)	False	False	True							Maeda, K.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Chanson, J. (Global Mammal Assessment Team)				
Miniopterus gleni	81633094	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Glen's Long-fingered Bat	Peterson, Eger &amp; Mitchell, 1995	2017	LC		False	False	True		490813	1000	0			Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.	Piraccini, R.				
Miniopterus griffithsi	81633105	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Griffiths’s Long-fingered Bat	Goodman, Maminirina, Bradman, Christidis &amp; Appleton, 2010	2017	DD		False	False	True			110	15			Goodman, S.	Monadjem, A.				
Miniopterus griveaudi	136752	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus		Harrison, 1959	2008	DD		False	False	True							Juste, J.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority) & Cox, N. (Global Mammal Assessment Team)				
Miniopterus inflatus	13565	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Greater Long-fingered Bat	Thomas, 1903	2017	LC		False	False	True		13468276		0			Monadjem, A. & Schlitter, D.	Piraccini, R.				
Miniopterus macrocneme	136579	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Small Melanesian Bent-winged Bat	Revilliod, 1914	2008	DD		False	False	True			3200	0			Bonaccorso, F. & Reardon, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Miniopterus maghrebensis	81633156	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Maghrebian Bent-wing Bat	Puechmaille, Allegrini, Benda, Gurun, Sramek, Ibanez, Juste &amp; Bilgin, 2014	2017	NT		False	False	True							Benda, P. & Piraccini, R.	Monadjem, A.				
Miniopterus magnater	13566	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Large Bent-winged Bat	Sanborn, 1931	2008	LC		False	False	True			2100	0			Bonaccorso, F. & Reardon, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Miniopterus mahafaliensis	81629764	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MINIOPTERIDAE	Miniopterus	Mahafaly Long-fingered Bat	Goodman, Maminirina, Bradman, Christidis, &amp; Appleton, 2009	2017	LC		False	False	True			950	0			Goodman, S.	Monadjem, A.				
